"indicator","area_name","area_code","area_type","year","period","numerator","measure","lower_confidence_interval","upper_confidence_interval","definition","data_source"
"Life expectancy, females","Falkirk","S37000013","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,80.46,79.96,80.97,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Highland","S37000016","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,81.91,81.48,82.34,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Inverclyde","S37000017","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,79.01,78.23,79.78,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Midlothian","S37000018","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,81.5,80.88,82.13,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Moray","S37000019","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,81.47,80.77,82.16,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","North Ayrshire","S37000020","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,79.98,79.4,80.57,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Orkney Islands","S37000022","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,82.26,80.84,83.68,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Renfrewshire","S37000024","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,80.7,80.24,81.16,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Scottish Borders","S37000025","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,81.93,81.32,82.54,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Shetland Islands","S37000026","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,83.21,81.94,84.49,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","South Ayrshire","S37000027","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,81.64,81.04,82.24,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","South Lanarkshire","S37000028","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,81.06,80.72,81.39,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","West Dunbartonshire","S37000029","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,79.21,78.52,79.89,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","West Lothian","S37000030","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,80.97,80.5,81.45,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Western Isles","S37000031","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,83.39,82.36,84.42,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Fife","S37000032","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,81.15,80.8,81.49,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Perth & Kinross","S37000033","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,83.26,82.77,83.75,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Glasgow City","S37000034","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,78.5,78.22,78.78,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","North Lanarkshire","S37000035","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,79.6,79.26,79.94,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Aberdeen Central","S99000001","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,80.13,79.45,80.81,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Aberdeen North","S99000002","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,80.91,80.36,81.47,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Aberdeen South","S99000003","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,82.74,82.24,83.24,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Airdrie","S99000004","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,79.12,78.45,79.8,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Angus North East","S99000005","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,82.14,81.21,83.07,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Angus North West","S99000006","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,82.28,81.39,83.16,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Angus South East","S99000007","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,81.18,80.37,81.99,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Angus South West","S99000008","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,82.19,81.19,83.18,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Annandale & Eskdale","S99000009","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,82.35,81.57,83.13,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Arran","S99000010","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,85.63,84.25,87.01,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Ayr North & Former Coalfield Communities","S99000011","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,77.05,75.81,78.3,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Ayr South & Coylton","S99000012","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,82.05,81.18,82.92,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Badenoch & Strathspey","S99000013","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,84.47,83.36,85.57,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Banff & Buchan","S99000014","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,80.96,80.16,81.77,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Barrhead","S99000016","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,80.83,79.88,81.79,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Bellshill","S99000017","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,78.24,77.49,78.99,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Berwickshire","S99000018","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,82.62,81.56,83.69,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Buchan","S99000019","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,81.02,80.29,81.75,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Bute","S99000020","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,81.67,80.21,83.12,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Caithness","S99000021","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,82.02,81.09,82.96,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Cheviot","S99000023","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,82.56,81.38,83.74,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","City of Dunfermline","S99000024","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,82.18,81.55,82.82,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Clackmannanshire","S99000025","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,80.57,79.96,81.18,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Clydebank","S99000026","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,79.12,78.41,79.83,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Clydesdale","S99000027","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,80.9,80.32,81.48,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Coatbridge","S99000028","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,78.51,77.8,79.21,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Coldside","S99000029","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,76.03,74.57,77.49,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Cowal","S99000030","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,80.08,78.65,81.51,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Cowdenbeath","S99000031","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,78.49,77.69,79.29,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dumbarton/Alexandria","S99000032","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,78.99,78.25,79.74,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dundee East End","S99000033","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,77.3,75.95,78.64,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dundee North East","S99000034","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,79.25,78.13,80.37,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dundee West End","S99000035","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,80.21,78.92,81.51,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","East Dunbartonshire East","S99000036","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,82.7,82.11,83.28,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","East Dunbartonshire West","S99000037","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,84.68,84.04,85.31,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","East Kilbride","S99000038","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,81.64,81.14,82.14,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","East Lothian East","S99000039","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,83.9,83.23,84.57,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","East Lothian West","S99000040","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,82.04,81.49,82.59,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","East Ross","S99000041","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,81.28,80.18,82.38,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Eastwood","S99000042","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,84.73,84.22,85.25,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Edinburgh North East","S99000043","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,80.7,80.22,81.18,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Edinburgh North West","S99000044","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,83.45,83.07,83.84,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Edinburgh South East","S99000045","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,82.27,81.82,82.71,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Edinburgh South West","S99000046","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,83.31,82.85,83.77,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Eildon","S99000047","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,82.21,81.43,83,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Falkirk Central","S99000048","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,79.08,78.3,79.87,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Falkirk East","S99000049","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,81.08,80.51,81.64,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Falkirk West","S99000050","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,80.78,80.13,81.42,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Formartine","S99000051","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,83.54,82.9,84.17,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Garioch","S99000052","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,83.23,82.62,83.85,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Garnock Valley","S99000053","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,79.81,78.53,81.1,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Girvan & South Carrick Villages","S99000054","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,82.03,80.77,83.29,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Glasgow North East","S99000055","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,77.6,77.23,77.96,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Glasgow North West","S99000056","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,78.97,78.61,79.34,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Glasgow South","S99000057","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,78.97,78.62,79.32,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Glenrothes","S99000058","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,80.85,80.14,81.57,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Hamilton","S99000059","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,80.06,79.62,80.51,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Helensburgh & Lomond","S99000061","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,82.54,81.62,83.45,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Inverclyde Central","S99000062","HSC locality",2018,"2016 to 2020 (5 year aggregate)",NA,76.69,75.73,77.65,"Years","Public Health Scotland/National Records of Scotland (NRS)"
